,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Sabang,ID,5.8933,95.3214,83.07,75,100,20.4,overcast clouds
341,Axim,GH,4.8699,-2.2405,76.8,86,82,11.83,light rain
342,Port Elizabeth,ZA,-33.918,25.5701,55.69,88,0,3.44,clear sky
343,Bidar,IN,17.9,77.55,71.58,90,100,17.54,moderate rain
344,Arraial Do Cabo,BR,-22.9661,-42.0278,80.56,73,0,9.22,clear sky
345,Pangnirtung,CA,66.1451,-65.7125,44.6,93,75,10.36,light intensity shower rain
346,Kasongo-Lunda,CD,-6.4667,16.8167,73.56,36,97,2.06,overcast clouds
347,Lompoc,US,34.6391,-120.4579,89.69,66,0,11.5,clear sky
348,Vanavara,RU,60.34,102.2797,49.37,95,10,3.44,clear sky
349,Kanniyakumari,IN,8.0833,77.5667,80.28,73,100,19.17,overcast clouds
350,Jurm,AF,36.8648,70.8342,67.71,46,0,1.72,clear sky
351,Desna,UA,50.9273,30.7605,68.86,76,69,7.23,broken clouds
352,Zirgan,RU,53.2222,55.9185,62.55,87,42,2.08,scattered clouds
353,Havre-Saint-Pierre,CA,50.2334,-63.5986,64.76,52,100,6.91,overcast clouds
354,Tomatlan,MX,19.9333,-105.25,92.59,53,71,10.11,broken clouds
355,Dondo,MZ,-19.6094,34.7431,67.51,81,0,4.59,clear sky
356,Namibe,AO,-15.1961,12.1522,65.5,84,100,3.22,overcast clouds
357,North Platte,US,41.1239,-100.7654,89.49,46,0,5.01,clear sky
358,Vardo,NO,70.3705,31.1107,48.18,93,75,10.36,light rain
359,Ust-Kulom,RU,61.6864,53.6902,64.65,98,100,4.59,light rain
360,Porto Novo,BJ,6.4965,2.6036,78.62,85,100,8.03,overcast clouds
361,Batemans Bay,AU,-35.7167,150.1833,50.09,75,5,5.5,clear sky
362,La Union,PE,-5.4,-80.75,81.97,41,11,14.14,few clouds
363,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,78,0,20.71,clear sky
364,Minna,NG,9.6139,6.5569,83.91,70,20,3.44,thunderstorm
365,Dosso,NE,13.049,3.1937,91.63,40,100,16.37,overcast clouds
366,Namatanai,PG,-3.6667,152.4333,80.17,77,91,10.56,overcast clouds
367,Arnsberg,DE,51.3297,8.0071,68.25,77,98,3.85,overcast clouds
368,Chimbote,PE,-9.0853,-78.5783,67.1,71,4,9.78,clear sky
369,Tura,IN,25.5198,90.2201,75.16,95,10,5.12,clear sky
370,Saint-Joseph,RE,-21.3667,55.6167,68.38,77,70,17.18,broken clouds
371,Niihama,JP,33.9593,133.3167,75.42,90,85,1.48,overcast clouds
372,Dubbo,AU,-32.25,148.6167,33.93,100,40,0.0,fog
373,Samfya,ZM,-11.3649,29.5565,62.65,56,0,11.5,clear sky
374,Celestun,MX,20.8667,-90.4,85.59,66,27,14.65,scattered clouds
375,Mahibadhoo,MV,3.7833,72.9667,82.63,77,87,13.67,overcast clouds
376,Pisco,PE,-13.7,-76.2167,66.25,68,0,12.66,clear sky
377,Mount Gambier,AU,-37.8333,140.7667,47.91,78,91,8.32,overcast clouds
378,Barranquilla,CO,10.9639,-74.7964,85.78,74,75,6.91,broken clouds
379,Ostrovnoy,RU,68.0531,39.5131,54.66,85,97,12.35,overcast clouds
380,Penzance,GB,50.1186,-5.5371,66.88,89,0,12.66,clear sky
381,Ponta Delgada,PT,37.7333,-25.6667,70.5,82,40,9.22,scattered clouds
382,Pidhorodne,UA,48.5753,35.1068,73.89,36,20,8.81,few clouds
383,Koslan,RU,63.4564,48.8989,62.96,59,61,5.7,broken clouds
384,Kirkwall,GB,58.9848,-2.9587,53.65,87,100,17.27,overcast clouds
385,Zhaotong,CN,27.3167,103.7167,63.16,82,17,0.58,few clouds
386,Mullingar,IE,53.5333,-7.35,62.94,85,88,6.64,overcast clouds
387,Haines Junction,CA,60.7522,-137.5108,64.35,45,22,5.75,few clouds
388,Kampene,CD,-3.6,26.6667,71.89,40,6,2.17,clear sky
389,Morondava,MG,-20.2833,44.2833,68.9,76,5,11.79,clear sky
390,Vostok,RU,46.4856,135.8833,61.18,92,100,4.7,light rain
391,Sistranda,NO,63.7256,8.834,51.76,89,100,26.66,overcast clouds
392,Ciudad Valles,MX,21.9833,-99.0167,95.38,41,85,6.93,overcast clouds
393,Nesbyen,NO,60.5681,9.1027,57.0,63,100,7.0,overcast clouds
394,Azangaro,PE,-14.9167,-70.2167,61.32,19,14,7.07,few clouds
395,San Patricio,US,28.017,-97.5169,99.32,41,0,16.67,clear sky
396,Perdoes,BR,-21.0908,-45.0914,72.3,40,0,3.8,clear sky
397,Luanda,AO,-8.8368,13.2343,68.36,91,100,9.08,overcast clouds
398,Yumen,CN,40.2833,97.2,73.99,17,94,6.91,overcast clouds
399,Stevens Point,US,44.5236,-89.5746,75.97,41,100,10.36,overcast clouds
400,North Bend,US,43.4065,-124.2243,78.24,79,0,10.36,clear sky
401,Independence,US,39.0911,-94.4155,90.1,67,75,10.36,broken clouds
402,Alappuzha,IN,9.49,76.3264,77.0,84,100,15.32,overcast clouds
403,Puerto Leguizamo,CO,-0.1934,-74.7819,74.34,96,93,2.21,overcast clouds
404,Bilibino,RU,68.0546,166.4372,62.29,75,58,5.3,broken clouds
405,Ahar,IR,38.4774,47.0699,63.79,61,5,4.54,clear sky
406,Half Moon Bay,US,37.4636,-122.4286,87.91,69,40,18.41,scattered clouds
407,Moen,NO,69.1304,18.6123,52.52,87,75,3.44,broken clouds
408,Coquimbo,CL,-29.9533,-71.3436,56.93,76,100,8.05,overcast clouds
409,Matamoros,MX,25.5333,-103.25,94.69,21,100,11.25,overcast clouds
410,Oxford,GB,51.7522,-1.256,77.16,51,0,5.75,clear sky
411,Blagoyevo,RU,63.3667,47.9167,61.34,64,39,4.12,scattered clouds
412,Tygda,RU,53.1167,126.3333,61.56,99,100,3.98,overcast clouds
413,Qinhuangdao,CN,39.9317,119.5883,77.11,79,0,5.57,clear sky
414,Alamosa,US,37.4695,-105.87,80.58,24,0,6.13,clear sky
415,Rio Grande,BR,-32.035,-52.0986,57.31,70,94,11.9,overcast clouds
416,Mahajanga,MG,-15.7167,46.3167,75.22,60,40,6.91,scattered clouds
417,Thunder Bay,CA,48.4001,-89.3168,75.18,43,40,8.05,scattered clouds
418,Taitung,TW,22.7583,121.1444,80.04,79,8,4.81,clear sky
419,Na Klang,TH,17.3072,102.1889,77.76,99,100,3.89,light rain
420,Binghamton,US,42.0987,-75.918,83.95,51,0,9.22,clear sky
421,Shimoda,JP,34.6667,138.95,71.1,83,100,2.71,light rain
422,Kautokeino,NO,69.0125,23.0412,49.8,78,100,3.15,overcast clouds
423,Namtsy,RU,62.7161,129.6658,52.21,84,2,5.1,clear sky
424,Beloha,MG,-25.1667,45.05,64.09,71,0,9.28,clear sky
425,Bantogon,PH,6.5333,124.0333,77.68,86,99,7.18,light rain
426,Sulina,RO,45.1559,29.6536,68.7,80,5,16.51,clear sky
427,Peterhead,GB,57.5058,-1.7981,61.2,70,100,17.92,overcast clouds
428,Pierre,US,44.3683,-100.351,85.86,62,40,10.36,scattered clouds
429,Korsakov,RU,46.6328,142.7813,60.64,93,0,3.06,clear sky
430,Rorvik,NO,64.8621,11.2373,53.71,87,75,18.41,broken clouds
431,Nome,US,64.5011,-165.4064,64.17,93,20,8.05,few clouds
432,Houma,US,29.5958,-90.7195,92.01,86,40,4.61,scattered clouds
433,Sosnovoborsk,RU,56.1325,93.3589,61.09,73,100,1.81,overcast clouds
434,Moranbah,AU,-22.0016,148.0466,48.13,61,0,9.69,clear sky
435,Tromso,NO,69.6496,18.957,51.82,82,75,3.44,broken clouds
436,Banda Aceh,ID,5.5577,95.3222,80.76,72,100,12.84,overcast clouds
437,Namalenga,TZ,-10.95,39.1,66.58,74,0,6.06,clear sky
438,Tanout,NE,14.9709,8.8879,96.31,15,100,4.41,overcast clouds
439,Aguimes,ES,27.9054,-15.4461,72.23,73,20,26.46,few clouds
440,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,79,0,15.82,clear sky
441,Mama,RU,58.3106,112.8986,62.46,84,99,1.97,overcast clouds
442,Baherden,TM,38.4362,57.4316,80.83,20,0,2.17,clear sky
443,Labuhan,ID,-6.8844,112.2051,73.63,78,1,7.31,clear sky
444,Vaitape,PF,-16.5167,-151.75,78.03,66,0,6.38,clear sky
445,Roebourne,AU,-20.7833,117.1333,60.58,23,0,11.32,clear sky
446,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,91.13,40,65,5.35,broken clouds
447,Kalispell,US,48.1958,-114.3129,80.78,43,11,1.01,few clouds
448,Jaumave,MX,23.4167,-99.3833,94.12,34,79,8.01,broken clouds
449,Brae,GB,60.3964,-1.353,52.41,85,6,21.74,clear sky
450,Jodhpur,IN,26.2867,73.03,81.61,79,57,7.85,broken clouds
451,Dhidhdhoo,MV,6.8833,73.1,81.48,79,100,17.72,overcast clouds
452,Altay,CN,47.8667,88.1167,62.04,41,13,6.35,few clouds
453,Wilhelmsburg,AT,48.1057,15.6054,62.65,77,37,8.12,scattered clouds
454,Garden City,US,42.3256,-83.331,82.65,78,100,9.22,heavy intensity rain
455,Gigmoto,PH,13.7796,124.39,80.62,84,100,4.16,overcast clouds
456,Gniezno,PL,52.5348,17.5826,61.9,78,57,10.42,broken clouds
457,Dudinka,RU,69.4058,86.1778,51.62,83,97,5.1,overcast clouds
458,Telemaco Borba,BR,-24.3239,-50.6156,68.34,60,100,2.66,overcast clouds
459,Sakhon Nakhon,TH,17.1612,104.1472,75.88,93,100,3.09,overcast clouds
460,Khovu-Aksy,RU,51.1333,93.6,50.65,76,39,2.13,scattered clouds
461,Elat,IL,29.5581,34.9482,96.64,16,0,3.44,clear sky
462,Dali,CN,25.7,100.1833,63.79,80,16,1.25,few clouds
463,Viet Tri,VN,21.3019,105.4308,80.55,94,100,0.85,overcast clouds
464,Yongan,CN,39.6957,113.6871,67.68,32,2,3.76,clear sky
465,Port Augusta,AU,-32.5,137.7667,45.09,88,8,4.12,clear sky
466,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,73,75,13.4,broken clouds
467,Fukue,JP,32.6881,128.8419,79.27,91,1,12.33,clear sky
468,Omboue,GA,-1.5746,9.2618,72.48,85,100,8.86,overcast clouds
469,Svetlogorsk,BY,52.6333,29.7333,63.27,68,100,4.05,overcast clouds
470,Olivehurst,US,39.0955,-121.5522,94.89,30,0,5.75,clear sky
471,Skjervoy,NO,70.0311,20.9714,53.6,81,100,3.85,overcast clouds
472,Port Blair,IN,11.6667,92.75,81.9,83,95,13.73,overcast clouds
473,Bloomfield,US,40.8068,-74.1854,89.17,61,75,11.5,broken clouds
474,Quelimane,MZ,-17.8786,36.8883,69.75,83,20,3.44,few clouds
475,Nioki,CD,-2.7167,17.6833,79.66,33,90,1.16,overcast clouds
476,Aljezur,PT,37.3191,-8.8033,72.28,75,2,4.88,clear sky
477,Laguna,US,38.421,-121.4238,93.31,38,0,5.75,clear sky
478,Burila Mare,RO,44.4528,22.5736,68.85,72,100,2.48,overcast clouds
479,Bambanglipuro,ID,-7.95,110.2833,71.73,82,8,3.62,clear sky
480,Churapcha,RU,62.0025,132.4325,54.59,80,1,4.18,clear sky
481,Streator,US,41.1209,-88.8354,77.58,84,77,9.95,heavy intensity rain
482,Keti Bandar,PK,24.1447,67.4497,81.34,83,100,20.71,heavy intensity rain
483,Usinsk,RU,65.9939,57.5281,58.5,77,34,5.14,scattered clouds
484,Inhambane,MZ,-23.865,35.3833,62.58,88,0,0.0,clear sky
485,Orlik,RU,52.5178,99.825,48.83,83,96,2.59,overcast clouds
486,Kimbe,PG,-5.5502,150.1429,74.25,91,100,3.58,overcast clouds
487,Mandurah,AU,-32.55,115.7,64.9,48,100,19.46,overcast clouds
488,Hede,CN,33.7681,120.2517,78.12,91,0,2.98,clear sky
489,Bilma,NE,18.6853,12.9164,97.88,13,88,3.22,overcast clouds
490,Karasjok,NO,69.4719,25.5112,50.38,83,100,7.31,overcast clouds
491,Ongandjera,NA,-17.8833,15.0667,66.38,29,4,8.66,clear sky
492,Djibo,BF,14.1022,-1.6306,98.76,27,64,10.51,broken clouds
493,Baghdad,IQ,33.3406,44.4009,96.71,19,0,9.22,clear sky
494,Carutapera,BR,-1.195,-46.02,81.88,73,6,10.65,clear sky
495,Giyon,ET,8.5333,37.9833,57.76,94,100,0.94,light rain
496,Disna,BY,55.568,28.1971,56.59,89,100,5.79,overcast clouds
497,Palora,EC,-1.7,-77.9333,68.11,62,87,4.97,light rain
498,Burnie,AU,-41.0667,145.9167,42.94,78,100,5.55,overcast clouds
499,Jawhar,SO,2.7809,45.5005,72.97,80,75,13.6,broken clouds
500,Zambezi,ZM,-13.5432,23.1047,59.16,44,6,5.1,clear sky
501,Hualmay,PE,-11.0964,-77.6139,66.47,69,5,8.95,clear sky
502,Kemijarvi,FI,66.7131,27.4306,54.66,69,100,6.04,overcast clouds
503,Megion,RU,61.0296,76.1136,60.82,69,83,6.11,broken clouds
504,Nantucket,US,41.2835,-70.0995,77.11,72,40,8.05,scattered clouds
505,Kourou,GF,5.1552,-52.6478,84.25,73,54,7.18,broken clouds
506,Bintulu,MY,3.1667,113.0333,75.61,88,20,7.0,few clouds
507,Acarau,BR,-2.8856,-40.12,81.66,74,3,16.67,clear sky
508,Dharchula,IN,29.85,80.5333,74.82,96,100,1.39,moderate rain
509,Alyangula,AU,-13.8483,136.4192,68.86,62,58,14.41,broken clouds
510,Omsukchan,RU,62.5333,155.8,71.06,67,25,7.61,scattered clouds
511,Cedar City,US,37.6775,-113.0619,87.4,13,0,19.57,clear sky
512,Mamontovo,RU,52.7055,81.6244,59.2,86,100,6.69,overcast clouds
513,Can Tho,VN,10.0333,105.7833,77.59,88,100,5.75,overcast clouds
514,Lasa,IT,46.6166,10.7002,68.88,64,0,6.76,clear sky
515,Yerofey Pavlovich,RU,53.9667,121.9667,56.01,98,100,2.26,moderate rain
516,Sohag,EG,26.557,31.6948,91.69,23,90,8.97,overcast clouds
517,La Argentina,CO,2.1961,-75.98,64.65,89,98,0.83,overcast clouds
518,Liuzhou,CN,24.3126,109.3892,76.3,94,25,1.34,scattered clouds
519,Pilar,BR,-9.5972,-35.9567,78.73,87,0,7.07,clear sky
520,Rawatbhata,IN,24.9333,75.5833,84.88,72,100,8.39,moderate rain
521,Tombouctou,ML,20.0,-3.0,99.21,12,0,8.63,clear sky
522,Acapulco,MX,16.8634,-99.8901,86.97,65,66,6.89,broken clouds
523,General Roca,AR,-39.0333,-67.5833,52.66,27,51,4.7,broken clouds
524,Tual,ID,-5.6667,132.75,79.05,80,100,20.07,overcast clouds
525,Rodrigues Alves,BR,-7.738,-72.6509,86.2,50,4,2.24,light rain
526,Urusha,RU,54.05,122.9,56.32,98,100,5.59,light rain
527,Taylorville,US,39.5489,-89.2945,85.87,83,100,4.61,overcast clouds
528,Kloulklubed,PW,7.0419,134.2556,79.7,87,100,17.4,moderate rain
529,Jega,NG,12.2175,4.3792,80.29,66,100,16.71,light rain
530,Ust-Ilimsk,RU,58.0006,102.6619,49.62,91,21,2.93,few clouds
531,Salalah,OM,17.0151,54.0924,77.09,100,100,4.61,drizzle
532,Shwebo,MM,22.5667,95.7,79.47,84,100,9.84,overcast clouds
533,Okha,RU,53.5739,142.9478,63.95,84,100,10.02,overcast clouds
534,Hobyo,SO,5.3505,48.5268,75.22,80,100,30.47,overcast clouds
535,Fort Oglethorpe,US,34.949,-85.2569,98.91,56,75,9.22,broken clouds
536,Bima,ID,-8.4667,118.7167,70.97,91,96,3.62,overcast clouds
537,Lincoln,US,40.8,-96.667,83.26,73,75,11.5,broken clouds
538,Ballia,IN,25.7557,84.1503,92.23,50,100,9.24,overcast clouds
539,Smithers,CA,54.7804,-127.1743,61.12,67,75,3.44,broken clouds
540,Lashio,MM,22.9333,97.75,67.82,99,67,0.69,broken clouds
541,Sainte-Suzanne,RE,-20.9061,55.6089,70.02,71,40,19.57,scattered clouds
542,Tambopata,PE,-12.7333,-69.1833,80.49,74,75,6.91,broken clouds
543,Pusad,IN,19.9,77.5833,76.46,87,100,15.17,overcast clouds
544,Aliwal North,ZA,-30.6937,26.7114,46.15,25,0,1.59,clear sky
545,Shahabad,IN,27.65,79.95,95.0,41,99,11.03,overcast clouds
546,Springbok,ZA,-29.6643,17.8865,60.03,25,0,7.7,clear sky
547,Gilgit,PK,35.9221,74.3087,85.69,55,3,4.97,clear sky
548,Stromness,GB,58.965,-3.296,53.56,89,89,11.01,overcast clouds
549,Khasan,RU,42.4308,130.6434,64.76,99,100,7.18,overcast clouds
550,Si Sa Ket,TH,14.8333,104.3333,74.91,93,100,5.64,moderate rain
551,Mandeville,JM,18.0417,-77.5071,84.27,46,22,14.03,few clouds
552,Montrose,US,38.4166,-108.2673,81.81,10,0,10.94,clear sky
553,Bonavista,CA,48.6499,-53.1147,54.59,80,83,15.05,broken clouds
554,Aranos,NA,-24.1333,19.1167,58.05,32,0,13.09,clear sky
555,Dicabisagan,PH,17.0818,122.4157,77.86,90,99,2.95,overcast clouds
556,High Level,CA,58.5169,-117.136,69.91,73,75,12.66,light rain
557,Olinda,BR,-8.0089,-34.8553,78.53,83,40,14.97,scattered clouds
558,Srednekolymsk,RU,67.45,153.6833,54.79,67,28,9.44,scattered clouds
559,Olga,RU,43.7444,135.2892,65.39,100,100,3.09,moderate rain
560,Oksfjord,NO,70.2396,22.3479,53.67,88,100,3.11,overcast clouds
561,Ixtapa,MX,20.7,-105.2,90.52,57,93,6.46,overcast clouds
562,Edd,ER,13.9297,41.6925,89.82,67,100,7.7,overcast clouds
563,Molepolole,BW,-24.4066,25.4951,55.54,48,0,5.14,clear sky
564,Baykit,RU,61.67,96.37,57.51,69,100,1.9,overcast clouds
565,Fairview,US,40.8126,-73.999,88.25,65,40,8.05,scattered clouds
566,Ust-Kuyga,RU,70.0167,135.6,40.44,60,100,4.34,overcast clouds
567,Talnakh,RU,69.4865,88.3972,51.21,86,100,5.75,overcast clouds
568,Lithakia,GR,37.7167,20.8333,78.17,77,0,15.61,clear sky
569,Port Shepstone,ZA,-30.7414,30.455,63.81,82,1,6.89,clear sky
570,Simao,CN,22.7886,100.9748,64.83,96,70,0.96,broken clouds
571,Finschhafen,PG,-6.6024,147.8681,78.58,78,66,9.46,broken clouds
572,Oranjemund,NA,-28.55,16.4333,64.67,38,0,4.88,clear sky
573,Portland,US,45.5234,-122.6762,78.64,59,75,6.91,broken clouds
574,Toora-Khem,RU,52.4675,96.11,52.84,83,79,1.54,broken clouds
575,Vao,NC,-22.6667,167.4833,74.3,88,0,7.87,clear sky
576,Kantang,TH,7.4054,99.5156,76.8,91,100,3.0,heavy intensity rain
577,Sakaiminato,JP,35.55,133.2333,76.98,94,75,4.61,broken clouds
578,Ewa Beach,US,21.3156,-158.0072,81.09,71,75,12.66,broken clouds
579,Qandala,SO,11.472,49.8728,91.15,45,10,20.89,clear sky
580,Kez,RU,57.8979,53.7152,62.82,95,34,4.74,scattered clouds
581,Maraa,BR,-1.8333,-65.3667,80.19,77,95,2.8,overcast clouds
582,Itaituba,BR,-4.2761,-55.9836,89.76,62,20,10.36,few clouds
583,Maceio,BR,-9.6658,-35.7353,80.04,65,75,14.97,broken clouds
584,Pyay,MM,18.8167,95.2167,77.68,86,100,3.18,overcast clouds
585,Abapo,BO,-18.8333,-63.4667,82.54,40,36,13.4,scattered clouds
586,Kenai,US,60.5544,-151.2583,63.09,66,75,10.36,broken clouds
587,Balsas,BR,-7.5325,-46.0356,92.48,31,45,7.76,scattered clouds
588,Sorland,NO,67.667,12.6934,51.66,92,100,19.64,overcast clouds
589,Linqing,CN,36.8456,115.7117,79.84,65,91,5.99,overcast clouds
590,Faya,SA,18.3851,42.4509,66.31,51,100,7.43,light rain
591,Dera Bugti,PK,29.0307,69.151,91.69,54,10,2.98,heavy intensity rain
592,Cuamba,MZ,-14.8031,36.5372,60.28,75,1,3.62,clear sky
593,Lianran,CN,24.9227,102.485,63.14,90,92,2.39,overcast clouds
594,Berlevag,NO,70.8578,29.0864,50.0,93,75,0.0,light rain
595,Mae Sai,TH,20.4335,99.8762,72.99,99,100,1.99,light rain
596,Wakkanai,JP,45.4094,141.6739,64.62,89,0,1.54,clear sky
597,Juneau,US,58.3019,-134.4197,59.0,90,100,17.27,overcast clouds
598,Kitob,UZ,39.0843,66.8332,73.31,31,0,7.0,clear sky
599,George,ZA,-33.963,22.4617,49.55,100,100,2.3,overcast clouds
600,Batsfjord,NO,70.6345,29.7185,49.93,100,100,4.61,light rain
601,Foldeak,HU,46.3167,20.5,70.12,39,93,8.9,overcast clouds
602,Roald,NO,62.5833,6.1333,56.75,87,75,21.85,light rain
603,Zhezkazgan,KZ,47.8043,67.7144,68.34,55,100,8.05,overcast clouds
604,Turukhansk,RU,65.8167,87.9833,55.98,94,100,7.2,overcast clouds
605,Dongying,CN,37.4564,118.4856,82.63,56,94,5.23,overcast clouds
606,Udachnyy,RU,66.4167,112.4,43.45,93,100,3.29,overcast clouds
607,Eenhana,NA,-17.4667,16.3333,62.6,31,0,6.24,clear sky
608,Huancavelica,PE,-12.7667,-74.9833,48.72,38,18,10.02,few clouds
609,Serdobsk,RU,52.4586,44.2169,71.22,65,88,2.86,overcast clouds
610,Nago,JP,26.5881,127.9761,83.25,92,100,8.95,overcast clouds
611,Vangaindrano,MG,-23.35,47.6,64.09,87,22,4.21,light rain
612,Valle De Allende,MX,26.9333,-105.4,88.97,25,94,11.16,overcast clouds
613,Wakefield,GB,53.6809,-1.499,69.26,72,43,9.33,scattered clouds
614,Ternate,ID,0.8,127.4,79.34,81,100,6.15,overcast clouds
615,Honiara,SB,-9.4333,159.95,75.18,79,14,7.27,few clouds
616,Kemi,FI,65.8596,24.8228,60.57,72,0,8.05,clear sky
617,Sobolevo,RU,54.4299,31.8996,57.07,83,20,0.63,few clouds
618,Charlestown,AU,-32.95,151.6667,47.98,84,0,4.0,clear sky
619,Soverato,IT,38.685,16.5499,71.55,79,1,1.5,clear sky
620,Formiga,BR,-20.4644,-45.4264,72.3,40,0,4.5,clear sky
621,Aksu,CN,41.1231,80.2644,78.28,37,73,10.36,broken clouds
622,Karratha,AU,-20.7377,116.8463,61.11,27,0,11.14,clear sky
623,Khanu Woralaksaburi,TH,16.0617,99.8606,78.04,90,100,3.24,moderate rain
624,Bitung,ID,1.4451,125.1824,77.85,87,100,10.4,overcast clouds
625,Inta,RU,66.0317,60.1659,58.15,76,95,8.81,overcast clouds
626,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.83,82,14,12.41,few clouds
627,Reinosa,ES,42.9996,-4.138,56.79,95,0,5.19,clear sky
628,Zhumadian,CN,32.9794,114.0294,78.64,91,0,5.99,clear sky
629,Derzhavinsk,KZ,51.1,66.3167,62.96,80,44,8.46,scattered clouds
630,Nyurba,RU,63.2842,118.3319,58.57,74,99,2.91,overcast clouds
631,Magadan,RU,59.5667,150.8,54.54,97,100,1.97,overcast clouds
632,San Andres,CO,12.5847,-81.7006,86.02,70,75,16.11,broken clouds
633,Cataingan,PH,12.003,123.992,77.72,87,80,2.93,broken clouds
634,Kushima,JP,31.4583,131.2333,77.29,93,44,3.38,moderate rain
635,Aswan,EG,24.0934,32.907,94.3,11,0,9.22,clear sky
636,Hasaki,JP,35.7333,140.8333,72.0,82,98,16.49,overcast clouds
637,High Rock,BS,26.6208,-78.2833,87.82,72,99,15.5,overcast clouds
638,Mantua,IT,45.1667,10.7833,83.35,56,0,5.01,clear sky
639,Komsomolskiy,UZ,40.4272,71.7189,81.32,26,4,4.61,clear sky
640,Zhigansk,RU,66.7697,123.3711,47.16,58,13,3.85,few clouds
641,Amarkantak,IN,22.6667,81.75,72.0,84,36,3.02,scattered clouds
642,Henties Bay,NA,-22.116,14.2845,60.62,73,0,3.65,clear sky
643,Coxim,BR,-18.5067,-54.76,92.25,19,46,6.29,scattered clouds
644,Maningrida,AU,-12.0667,134.2667,57.4,91,11,10.83,few clouds
645,Ambunti,PG,-4.2365,142.8448,71.98,99,100,0.49,overcast clouds
646,San Quintin,MX,30.4833,-115.95,74.35,63,2,15.97,clear sky
647,Ilo,PE,-17.6394,-71.3375,65.26,68,0,9.22,clear sky
648,Saint Anthony,US,45.0205,-93.218,82.04,71,100,13.8,overcast clouds
649,Sangar,RU,63.9242,127.4739,47.77,90,1,3.02,clear sky
650,Sierre,CH,46.2919,7.5356,72.95,46,0,12.66,clear sky
651,Roma,US,43.2128,-75.4557,79.72,63,100,11.99,overcast clouds
652,Panaba,MX,21.2833,-88.2667,91.38,50,72,18.28,broken clouds
653,Severo-Yeniseyskiy,RU,60.3725,93.0408,53.78,77,100,2.55,overcast clouds
654,Pangoa,PE,-12.1167,-73.0,81.63,57,74,5.68,broken clouds
655,Bodden Town,KY,19.2833,-81.25,87.01,77,40,6.91,scattered clouds
656,Babol,IR,36.5513,52.679,76.98,78,0,0.0,clear sky
657,Anloga,GH,5.7947,0.8973,77.77,86,44,13.78,light rain
658,Hopfgarten,DE,50.9833,11.2667,64.78,80,61,5.86,broken clouds
659,Iracoubo,GF,5.4802,-53.2011,82.11,76,21,8.86,few clouds
660,Labuan,MY,5.2767,115.2417,75.56,94,40,11.99,thunderstorm with heavy rain
661,Asasa,ET,7.1,39.2,54.52,90,79,4.25,broken clouds
662,Preobrazheniye,RU,42.9019,133.9064,65.55,99,100,9.08,light rain
663,Yatou,CN,37.15,122.3833,74.01,77,2,6.24,clear sky
664,Shitanjing,CN,39.2342,106.3439,75.42,26,34,6.35,scattered clouds
665,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,86.11,24,54,5.19,broken clouds
666,Saint-Denis,FR,48.9167,2.3333,76.78,45,0,8.05,clear sky
667,Avera,US,33.194,-82.5271,96.85,55,100,3.47,overcast clouds
668,Eyrarbakki,IS,63.863,-21.1481,59.2,74,94,11.14,overcast clouds
669,Saint-Georges,GD,12.0564,-61.7485,83.88,84,40,23.02,scattered clouds
670,Buala,SB,-8.145,159.5921,79.0,80,46,7.99,scattered clouds
